study_hrs,distraction_hrs,sleep_hrs,stress_level,source,is_productive,strategy_type,switching_intensity
3.41,7.880000000000001,5.86,4,kaggle_20k,0,1,7.091150862068966
6.85,12.02,8.2,7,kaggle_20k,0,1,10.81670474137931
6.64,5.67,4.8,2,kaggle_20k,0,1,5.10238900862069
5.43,6.25,9.77,3,kaggle_20k,0,1,5.6243265086206895
2.78,9.07,7.46,7,kaggle_20k,0,1,8.162022629310345
3.07,8.53,4.52,9,kaggle_20k,0,1,7.6760808189655165
5.1,4.46,8.56,5,kaggle_20k,0,1,4.013519396551724
4.25,6.0,9.89,4,kaggle_20k,0,1,5.399353448275862
3.5,8.64,4.74,3,kaggle_20k,0,1,7.775068965517242
8.38,7.550000000000001,8.76,6,kaggle_20k,0,1,6.794186422413794
5.29,11.54,9.84,9,kaggle_20k,0,1,10.38475646551724
5.28,10.76,4.55,8,kaggle_20k,0,1,9.68284051724138
4.57,8.05,4.64,9,kaggle_20k,0,1,7.244132543103449
6.97,10.24,8.02,6,kaggle_20k,0,1,9.214896551724138
2.17,5.430000000000001,9.65,3,kaggle_20k,0,1,4.886414870689656
9.46,10.18,7.87,8,kaggle_20k,0,1,9.16090301724138
1.49,5.5,6.53,6,kaggle_20k,0,1,4.949407327586207
7.25,2.62,3.74,10,kaggle_20k,0,1,2.357717672413793
7.19,4.87,9.47,4,kaggle_20k,0,1,4.382475215517242
1.58,9.11,3.48,6,kaggle_20k,0,1,8.198018318965516
9.93,3.84,4.48,3,kaggle_20k,0,1,3.4555862068965517
0.83,6.57,6.16,7,kaggle_20k,0,1,5.912292025862069
3.96,6.83,6.5,9,kaggle_20k,0,1,6.1462640086206894
4.54,6.880000000000001,3.39,3,kaggle_20k,0,1,6.191258620689656
8.13,10.54,3.58,1,kaggle_20k,0,1,9.48486422413793
0.78,4.74,3.88,1,kaggle_20k,0,1,4.265489224137931
5.79,12.5,3.28,3,kaggle_20k,0,1,11.248653017241379
2.44,6.22,9.84,10,kaggle_20k,0,1,5.59732974137931
5.94,2.8200000000000003,4.67,9,kaggle_20k,1,1,2.5376961206896556
6.64,10.28,9.16,9,kaggle_20k,0,1,9.25089224137931
0.82,5.73,8.49,4,kaggle_20k,0,1,5.156382543103448
1.14,3.8,7.94,7,kaggle_20k,0,1,3.419590517241379
1.31,8.77,7.61,4,kaggle_20k,0,1,7.892054956896551
8.6,3.19,6.49,2,kaggle_20k,1,1,2.87065625
9.3,6.97,6.95,7,kaggle_20k,0,1,6.272248922413793
4.66,9.6,9.23,9,kaggle_20k,0,1,8.63896551724138
8.81,7.209999999999999,8.44,1,kaggle_20k,0,1,6.4882230603448265
5.02,4.26,4.62,8,kaggle_20k,0,1,3.833540948275862
4.31,10.75,3.73,5,kaggle_20k,0,1,9.673841594827586
5.55,7.77,5.06,8,kaggle_20k,0,1,6.992162715517241
8.01,5.529999999999999,3.93,8,kaggle_20k,0,1,4.976404094827585
2.63,6.69,9.68,5,kaggle_20k,0,1,6.020279094827586
3.37,10.46,5.68,2,kaggle_20k,0,1,9.412872844827588
8.56,10.39,4.21,8,kaggle_20k,0,1,9.349880387931035
9.2,8.21,7.36,9,kaggle_20k,0,1,7.388115301724139
1.67,9.18,5.79,9,kaggle_20k,0,1,8.261010775862069
7.2,11.98,4.53,8,kaggle_20k,0,1,10.780709051724138
0.59,5.949999999999999,3.4,5,kaggle_20k,0,1,5.354358836206896
2.84,7.0,3.65,1,kaggle_20k,0,1,6.299245689655172
1.15,5.949999999999999,6.94,4,kaggle_20k,0,1,5.354358836206896
5.4,6.0,8.25,9,kaggle_20k,0,1,5.399353448275862
3.76,7.76,9.48,7,kaggle_20k,0,1,6.983163793103448
1.81,7.64,7.1,5,kaggle_20k,0,1,6.875176724137931
0.5,12.260000000000002,7.57,4,kaggle_20k,0,1,11.032678879310346
4.19,4.01,4.69,3,kaggle_20k,0,1,3.6085678879310343
3.3,7.439999999999999,4.92,9,kaggle_20k,0,1,6.695198275862068
0.94,7.33,5.92,7,kaggle_20k,0,1,6.596210129310345
8.59,5.75,9.08,8,kaggle_20k,0,1,5.174380387931034
4.4,8.95,6.05,1,kaggle_20k,0,1,8.054035560344827
7.86,7.98,4.68,7,kaggle_20k,0,1,7.181140086206897
4.51,5.93,9.44,2,kaggle_20k,0,1,5.33636099137931
1.14,8.39,5.88,1,kaggle_20k,0,1,7.550095905172414
4.25,13.78,3.56,8,kaggle_20k,0,1,12.400515086206896
8.92,4.449999999999999,6.82,3,kaggle_20k,0,1,4.00452047413793
0.57,10.49,7.39,3,kaggle_20k,0,1,9.439869612068966
9.01,10.28,9.69,1,kaggle_20k,0,1,9.25089224137931
6.74,4.19,8.65,5,kaggle_20k,0,1,3.770548491379311
9.96,10.06,3.71,10,kaggle_20k,0,1,9.052915948275862
9.2,3.94,6.58,3,kaggle_20k,0,1,3.5455754310344827
8.76,11.49,6.04,7,kaggle_20k,0,1,10.339761853448277
0.86,12.37,5.75,3,kaggle_20k,0,1,11.131667025862068
3.16,3.3,3.98,6,kaggle_20k,0,1,2.969644396551724
4.06,3.64,5.63,10,kaggle_20k,0,1,3.2756077586206898
7.15,2.95,6.29,10,kaggle_20k,1,1,2.654682112068966
6.66,8.940000000000001,4.53,4,kaggle_20k,0,1,8.045036637931036
2.13,8.46,7.03,8,kaggle_20k,0,1,7.613088362068966
7.5,9.14,4.55,1,kaggle_20k,0,1,8.225015086206897
1.98,6.28,3.85,5,kaggle_20k,0,1,5.651323275862069
4.84,8.75,9.89,10,kaggle_20k,0,1,7.874057112068965
6.0,5.67,7.82,6,kaggle_20k,0,1,5.10238900862069
8.77,9.25,7.16,8,kaggle_20k,0,1,8.32400323275862
6.5,7.67,5.29,4,kaggle_20k,0,1,6.90217349137931
9.57,7.970000000000001,4.46,6,kaggle_20k,0,1,7.172141163793104
9.95,8.12,3.92,3,kaggle_20k,0,1,7.307124999999999
5.33,7.59,3.44,4,kaggle_20k,0,1,6.830182112068965
0.99,2.28,7.9,3,kaggle_20k,1,1,2.0517543103448275
0.77,9.46,4.93,9,kaggle_20k,0,1,8.512980603448277
8.63,5.69,5.23,4,kaggle_20k,0,1,5.120386853448276
5.25,11.09,4.13,8,kaggle_20k,0,1,9.979804956896551
3.98,8.870000000000001,3.82,2,kaggle_20k,0,1,7.9820441810344835
3.2,9.76,6.46,9,kaggle_20k,0,1,8.782948275862068
3.18,3.38,8.09,7,kaggle_20k,0,1,3.0416357758620687
1.19,9.43,9.94,7,kaggle_20k,0,1,8.485983836206897
3.38,11.99,5.38,10,kaggle_20k,0,1,10.789707974137931
6.63,7.140000000000001,7.65,10,kaggle_20k,0,1,6.425230603448276
4.16,2.76,3.81,4,kaggle_20k,0,1,2.4837025862068964
9.5,6.93,6.89,3,kaggle_20k,0,1,6.23625323275862
6.85,9.58,6.63,6,kaggle_20k,0,1,8.620967672413792
8.71,6.32,3.22,7,kaggle_20k,0,1,5.687318965517242
1.58,2.88,6.38,5,kaggle_20k,0,1,2.591689655172414
4.78,7.75,6.47,9,kaggle_20k,0,1,6.9741648706896555
0.89,4.28,5.6,5,kaggle_20k,0,1,3.8515387931034484
9.0,8.13,7.01,8,kaggle_20k,0,1,7.3161239224137935
1.9,7.67,3.32,3,kaggle_20k,0,1,6.90217349137931
8.15,7.119999999999999,8.91,10,kaggle_20k,0,1,6.4072327586206885
9.28,8.42,6.64,8,kaggle_20k,0,1,7.577092672413793
4.7,8.92,3.23,4,kaggle_20k,0,1,8.027038793103449
4.2,3.6,9.89,9,kaggle_20k,0,1,3.2396120689655175
6.2,6.7,5.67,5,kaggle_20k,0,1,6.02927801724138
7.53,6.41,9.91,5,kaggle_20k,0,1,5.76830926724138
6.63,7.279999999999999,4.26,4,kaggle_20k,0,1,6.551215517241379
0.51,3.7,3.21,5,kaggle_20k,0,1,3.3296012931034484
7.97,10.22,7.99,8,kaggle_20k,0,1,9.196898706896553
1.9,3.92,9.62,8,kaggle_20k,0,1,3.5275775862068963
4.77,10.09,3.54,9,kaggle_20k,0,1,9.079912715517242
3.18,6.32,8.15,2,kaggle_20k,0,1,5.687318965517242
9.32,5.38,3.48,10,kaggle_20k,0,1,4.84142025862069
5.27,4.39,8.56,10,kaggle_20k,0,1,3.9505269396551723
5.46,5.24,7.07,4,kaggle_20k,0,1,4.715435344827586
1.22,6.779999999999999,8.47,7,kaggle_20k,0,1,6.101269396551723
9.02,5.48,5.6,6,kaggle_20k,0,1,4.931409482758621
2.77,11.16,9.34,8,kaggle_20k,0,1,10.042797413793103
4.43,6.5600000000000005,5.12,5,kaggle_20k,0,1,5.903293103448276
9.86,6.699999999999999,4.98,6,kaggle_20k,0,1,6.029278017241379
1.58,6.39,9.72,9,kaggle_20k,0,1,5.750311422413793
7.33,9.26,3.86,6,kaggle_20k,0,1,8.333002155172414
2.97,5.7,7.15,7,kaggle_20k,0,1,5.129385775862069
4.49,3.87,7.02,10,kaggle_20k,0,1,3.482582974137931
4.47,8.5,4.66,6,kaggle_20k,0,1,7.649084051724138
9.36,6.02,5.22,5,kaggle_20k,0,1,5.417351293103448
0.6,12.55,5.01,4,kaggle_20k,0,1,11.293647629310346
3.99,3.74,8.92,3,kaggle_20k,0,1,3.3655969827586207
8.6,10.33,5.73,4,kaggle_20k,0,1,9.295886853448275
9.15,3.1100000000000003,5.51,9,kaggle_20k,1,1,2.7986648706896555
3.46,6.3,7.46,9,kaggle_20k,0,1,5.669321120689655
2.8,9.57,6.47,7,kaggle_20k,0,1,8.61196875
4.88,7.19,5.98,2,kaggle_20k,0,1,6.4702252155172415
7.59,2.58,7.97,4,kaggle_20k,1,1,2.321721982758621
1.96,9.95,5.89,4,kaggle_20k,0,1,8.953927801724138
7.95,5.369999999999999,4.56,1,kaggle_20k,0,1,4.832421336206896
5.37,3.03,8.19,2,kaggle_20k,1,1,2.72667349137931
1.84,12.46,3.47,6,kaggle_20k,0,1,11.212657327586207
6.88,9.12,10.0,8,kaggle_20k,0,1,8.20701724137931
6.47,8.46,7.18,5,kaggle_20k,0,1,7.613088362068966
6.41,6.970000000000001,4.51,9,kaggle_20k,0,1,6.272248922413794
7.67,7.09,4.39,2,kaggle_20k,0,1,6.38023599137931
2.22,1.03,4.92,1,kaggle_20k,0,1,0.9268890086206897
7.13,11.37,9.15,9,kaggle_20k,0,1,10.231774784482758
8.93,7.27,8.79,10,kaggle_20k,0,1,6.542216594827586
5.54,2.58,4.01,7,kaggle_20k,0,1,2.321721982758621
5.12,10.4,7.2,6,kaggle_20k,0,1,9.358879310344827
8.08,1.24,9.38,4,kaggle_20k,1,1,1.1158663793103447
1.89,6.550000000000001,8.13,4,kaggle_20k,0,1,5.894294181034484
3.74,6.73,7.11,3,kaggle_20k,0,1,6.056274784482759
8.61,6.54,4.46,8,kaggle_20k,0,1,5.8852952586206895
5.25,5.859999999999999,9.6,4,kaggle_20k,0,1,5.273368534482758
8.48,13.52,9.24,4,kaggle_20k,0,1,12.166543103448275
2.89,1.83,5.25,4,kaggle_20k,0,1,1.646802801724138
4.2,9.0,6.48,8,kaggle_20k,0,1,8.099030172413793
8.32,7.96,3.57,3,kaggle_20k,0,1,7.16314224137931
2.05,10.95,7.42,6,kaggle_20k,0,1,9.853820043103447
9.0,8.64,3.38,2,kaggle_20k,0,1,7.775068965517242
3.44,8.1,9.34,1,kaggle_20k,0,1,7.289127155172413
9.74,8.709999999999999,9.16,10,kaggle_20k,0,1,7.838061422413793
8.36,11.59,4.97,1,kaggle_20k,0,1,10.429751077586207
4.83,6.74,8.19,1,kaggle_20k,0,1,6.065273706896552
7.55,5.989999999999999,6.08,5,kaggle_20k,0,1,5.390354525862068
5.77,7.77,8.92,4,kaggle_20k,0,1,6.992162715517241
8.61,5.73,3.43,8,kaggle_20k,0,1,5.156382543103448
5.42,5.390000000000001,6.54,6,kaggle_20k,0,1,4.850419181034483
9.89,12.6,5.78,1,kaggle_20k,0,1,11.33864224137931
1.77,7.11,4.82,10,kaggle_20k,0,1,6.398233836206897
6.93,1.69,4.46,2,kaggle_20k,1,1,1.5208178879310343
2.83,7.54,7.74,2,kaggle_20k,0,1,6.7851875
2.32,6.65,4.41,1,kaggle_20k,0,1,5.984283405172414
4.38,0.37,7.43,1,kaggle_20k,0,1,0.3329601293103448
3.99,7.51,5.73,2,kaggle_20k,0,1,6.758190732758621
0.94,8.69,4.7,9,kaggle_20k,0,1,7.820063577586207
4.56,5.91,8.49,3,kaggle_20k,0,1,5.318363146551724
9.54,10.5,5.55,7,kaggle_20k,0,1,9.44886853448276
4.94,7.34,3.1,2,kaggle_20k,0,1,6.605209051724138
3.37,7.41,8.96,6,kaggle_20k,0,1,6.668201508620689
9.52,0.85,5.2,3,kaggle_20k,1,1,0.7649084051724138
5.3,1.95,8.76,7,kaggle_20k,0,1,1.7547898706896552
3.23,9.01,6.82,3,kaggle_20k,0,1,8.108029094827586
7.94,5.279999999999999,9.17,6,kaggle_20k,0,1,4.751431034482758
2.62,7.960000000000001,5.93,5,kaggle_20k,0,1,7.163142241379311
2.85,8.59,4.19,8,kaggle_20k,0,1,7.730074353448276
3.58,8.440000000000001,3.13,6,kaggle_20k,0,1,7.59509051724138
4.25,7.73,8.45,4,kaggle_20k,0,1,6.95616702586207
6.04,6.16,8.45,6,kaggle_20k,0,1,5.5433362068965515
5.4,8.18,4.37,5,kaggle_20k,0,1,7.361118534482759
7.57,5.45,9.69,2,kaggle_20k,0,1,4.904412715517242
7.31,5.28,9.64,8,kaggle_20k,0,1,4.751431034482759
0.93,2.4,5.56,9,kaggle_20k,0,1,2.159741379310345
1.77,10.42,4.03,4,kaggle_20k,0,1,9.376877155172414
2.54,4.27,4.99,5,kaggle_20k,0,1,3.842539870689655
6.18,1.96,9.51,1,kaggle_20k,1,1,1.7637887931034482
9.01,5.65,7.27,1,kaggle_20k,0,1,5.084391163793104
3.59,5.25,9.4,4,kaggle_20k,0,1,4.72443426724138
9.66,6.42,3.16,9,kaggle_20k,0,1,5.777308189655172
2.14,11.31,9.94,1,kaggle_20k,0,1,10.17778125
9.28,7.98,7.4,1,kaggle_20k,0,1,7.181140086206897
8.11,13.68,4.3,1,kaggle_20k,0,1,12.310525862068966
4.2,11.12,6.55,4,kaggle_20k,0,1,10.00680172413793
2.46,8.47,8.74,7,kaggle_20k,0,1,7.622087284482759
4.22,7.93,3.99,6,kaggle_20k,0,1,7.136145474137931
2.53,6.84,7.26,5,kaggle_20k,0,1,6.155262931034483
5.83,2.52,7.85,8,kaggle_20k,1,1,2.267728448275862
5.96,4.29,5.89,9,kaggle_20k,0,1,3.8605377155172413
7.8,5.550000000000001,6.79,9,kaggle_20k,0,1,4.994401939655173
5.51,6.27,8.86,10,kaggle_20k,0,1,5.642324353448275
3.78,7.26,9.66,7,kaggle_20k,0,1,6.533217672413793
9.16,4.74,6.88,4,kaggle_20k,0,1,4.265489224137931
1.24,8.08,7.92,2,kaggle_20k,0,1,7.271129310344827
8.18,8.09,5.26,2,kaggle_20k,0,1,7.280128232758621
4.39,12.28,5.34,2,kaggle_20k,0,1,11.050676724137931
2.22,6.65,9.22,7,kaggle_20k,0,1,5.984283405172414
1.64,6.029999999999999,3.69,4,kaggle_20k,0,1,5.426350215517241
2.6,2.74,4.44,8,kaggle_20k,0,1,2.4657047413793105
1.66,6.35,4.89,9,kaggle_20k,0,1,5.71431573275862
4.86,4.47,3.66,5,kaggle_20k,0,1,4.022518318965517
3.82,7.33,7.67,9,kaggle_20k,0,1,6.596210129310345
3.89,9.72,9.34,6,kaggle_20k,0,1,8.746952586206897
1.99,4.0,3.19,2,kaggle_20k,0,1,3.5995689655172414
6.77,2.21,4.77,5,kaggle_20k,1,1,1.9887618534482758
6.27,11.77,9.44,5,kaggle_20k,0,1,10.591731681034481
9.83,8.39,6.26,1,kaggle_20k,0,1,7.550095905172414
2.09,4.04,9.2,4,kaggle_20k,0,1,3.6355646551724137
8.42,9.89,9.61,6,kaggle_20k,0,1,8.89993426724138
0.82,5.33,9.94,10,kaggle_20k,0,1,4.796425646551724
1.2,8.47,5.77,8,kaggle_20k,0,1,7.622087284482759
6.66,6.2,5.4,4,kaggle_20k,0,1,5.579331896551724
4.36,4.97,8.24,8,kaggle_20k,0,1,4.472464439655172
2.69,8.93,7.16,6,kaggle_20k,0,1,8.03603771551724
0.53,11.13,7.61,10,kaggle_20k,0,1,10.015800646551725
6.8,11.18,6.73,4,kaggle_20k,0,1,10.06079525862069
4.69,1.92,6.6,7,kaggle_20k,1,1,1.7277931034482759
2.12,9.35,5.2,1,kaggle_20k,0,1,8.413992456896551
9.74,7.25,7.17,6,kaggle_20k,0,1,6.52421875
3.83,13.01,4.88,1,kaggle_20k,0,1,11.707598060344827
3.38,2.71,5.49,10,kaggle_20k,0,1,2.438707974137931
5.35,2.03,7.41,1,kaggle_20k,0,1,1.8267812499999998
3.13,9.63,7.46,6,kaggle_20k,0,1,8.66596228448276
3.09,10.0,7.04,3,kaggle_20k,0,1,8.998922413793103
9.68,12.03,7.72,7,kaggle_20k,0,1,10.825703663793103
2.98,5.28,5.88,2,kaggle_20k,0,1,4.751431034482759
6.25,4.67,7.16,7,kaggle_20k,0,1,4.202496767241379
0.86,4.85,3.67,1,kaggle_20k,0,1,4.364477370689655
1.97,7.76,6.39,3,kaggle_20k,0,1,6.983163793103448
0.71,11.12,7.1,5,kaggle_20k,0,1,10.00680172413793
5.58,7.859999999999999,5.96,10,kaggle_20k,0,1,7.073153017241379
5.17,6.06,3.12,6,kaggle_20k,0,1,5.45334698275862
3.64,10.39,7.91,7,kaggle_20k,0,1,9.349880387931035
7.15,6.68,6.19,10,kaggle_20k,0,1,6.011280172413793
6.45,7.59,4.09,9,kaggle_20k,0,1,6.830182112068965
6.2,6.75,9.81,8,kaggle_20k,0,1,6.074272629310345
3.69,4.4,9.6,4,kaggle_20k,0,1,3.9595258620689657
3.61,2.39,4.11,9,kaggle_20k,0,1,2.150742456896552
8.8,12.25,7.95,3,kaggle_20k,0,1,11.023679956896551
5.67,11.75,6.62,7,kaggle_20k,0,1,10.573733836206896
3.09,8.41,5.03,6,kaggle_20k,0,1,7.56809375
5.66,4.16,7.79,3,kaggle_20k,0,1,3.743551724137931
3.03,9.61,6.13,2,kaggle_20k,0,1,8.647964439655173
2.26,5.09,9.29,2,kaggle_20k,0,1,4.58045150862069
3.18,11.93,7.93,7,kaggle_20k,0,1,10.735714439655172
6.47,10.1,6.55,4,kaggle_20k,0,1,9.088911637931034
5.4,5.17,6.16,2,kaggle_20k,0,1,4.652442887931034
2.06,12.05,3.22,8,kaggle_20k,0,1,10.84370150862069
9.13,5.029999999999999,4.13,6,kaggle_20k,0,1,4.52645797413793
5.23,9.71,3.32,2,kaggle_20k,0,1,8.737953663793105
8.04,12.72,3.44,5,kaggle_20k,0,1,11.446629310344829
3.64,8.709999999999999,3.47,4,kaggle_20k,0,1,7.838061422413793
9.6,0.54,3.1,7,kaggle_20k,1,1,0.48594181034482764
7.64,7.56,8.54,6,kaggle_20k,0,1,6.803185344827586
4.82,5.51,6.35,7,kaggle_20k,0,1,4.9584062499999995
9.07,8.14,8.24,2,kaggle_20k,0,1,7.325122844827587
7.32,8.43,4.17,6,kaggle_20k,0,1,7.586091594827586
4.59,8.64,8.89,8,kaggle_20k,0,1,7.775068965517242
9.75,4.16,3.66,5,kaggle_20k,0,1,3.743551724137931
3.34,9.18,5.25,4,kaggle_20k,0,1,8.261010775862069
2.94,7.789999999999999,5.59,2,kaggle_20k,0,1,7.0101605603448265
9.0,5.99,4.65,4,kaggle_20k,0,1,5.390354525862069
7.22,8.69,3.96,2,kaggle_20k,0,1,7.820063577586207
3.78,10.05,7.4,8,kaggle_20k,0,1,9.04391702586207
2.7,3.99,3.06,10,kaggle_20k,0,1,3.5905700431034484
2.19,2.52,8.54,8,kaggle_20k,0,1,2.267728448275862
3.48,4.34,3.3,6,kaggle_20k,0,1,3.9055323275862066
1.69,7.24,9.75,1,kaggle_20k,0,1,6.515219827586207
1.88,4.859999999999999,9.08,4,kaggle_20k,0,1,4.373476293103447
7.88,8.76,5.9,9,kaggle_20k,0,1,7.883056034482759
1.11,7.17,4.0,6,kaggle_20k,0,1,6.452227370689655
4.67,6.8100000000000005,9.09,5,kaggle_20k,0,1,6.1282661637931035
4.35,2.22,7.51,8,kaggle_20k,0,1,1.9977607758620692
9.62,6.300000000000001,6.53,7,kaggle_20k,0,1,5.669321120689656
4.92,7.65,5.24,1,kaggle_20k,0,1,6.884175646551724
2.03,3.2,6.93,3,kaggle_20k,0,1,2.879655172413793
1.34,8.04,5.91,1,kaggle_20k,0,1,7.235133620689655
7.46,2.15,6.26,9,kaggle_20k,0,1,1.9347683189655172
1.9,10.02,8.92,6,kaggle_20k,0,1,9.01692025862069
9.41,4.96,9.67,9,kaggle_20k,0,1,4.463465517241379
5.81,3.6,9.74,6,kaggle_20k,0,1,3.2396120689655175
4.32,6.08,9.36,4,kaggle_20k,0,1,5.471344827586207
7.0,6.05,8.62,8,kaggle_20k,0,1,5.4443480603448275
2.39,7.23,6.18,8,kaggle_20k,0,1,6.506220905172414
4.13,3.83,3.62,1,kaggle_20k,0,1,3.4465872844827588
0.82,6.13,7.41,3,kaggle_20k,0,1,5.516339439655172
8.84,2.26,5.81,8,kaggle_20k,1,1,2.033756465517241
4.54,12.18,7.81,2,kaggle_20k,0,1,10.9606875
7.71,7.49,4.55,6,kaggle_20k,0,1,6.740192887931035
9.21,1.79,8.35,4,kaggle_20k,1,1,1.6108071120689655
6.7,3.62,4.19,10,kaggle_20k,0,1,3.2576099137931034
4.07,5.0,8.66,1,kaggle_20k,0,1,4.499461206896552
6.39,8.76,9.38,8,kaggle_20k,0,1,7.883056034482759
3.92,7.57,9.3,5,kaggle_20k,0,1,6.8121842672413795
5.89,4.5600000000000005,5.43,10,kaggle_20k,0,1,4.103508620689656
4.61,6.23,5.73,4,kaggle_20k,0,1,5.606328663793104
1.92,7.05,8.87,9,kaggle_20k,0,1,6.344240301724137
7.91,9.87,7.85,5,kaggle_20k,0,1,8.881936422413792
5.22,6.68,6.69,3,kaggle_20k,0,1,6.011280172413793
2.31,7.05,9.72,5,kaggle_20k,0,1,6.344240301724137
8.97,7.199999999999999,6.61,9,kaggle_20k,0,1,6.479224137931034
8.61,10.05,4.71,5,kaggle_20k,0,1,9.04391702586207
5.81,6.720000000000001,7.76,3,kaggle_20k,0,1,6.047275862068966
9.72,5.32,6.59,3,kaggle_20k,0,1,4.787426724137931
9.31,8.65,4.43,9,kaggle_20k,0,1,7.784067887931035
9.02,3.69,4.07,8,kaggle_20k,0,1,3.320602370689655
1.77,1.66,5.49,7,kaggle_20k,0,1,1.493821120689655
3.3,7.239999999999999,9.79,9,kaggle_20k,0,1,6.515219827586206
4.4,5.61,4.02,10,kaggle_20k,0,1,5.048395474137931
8.4,9.23,6.3,9,kaggle_20k,0,1,8.306005387931036
8.78,8.629999999999999,5.29,5,kaggle_20k,0,1,7.766070043103447
7.64,10.04,9.6,1,kaggle_20k,0,1,9.034918103448275
4.99,9.61,5.64,4,kaggle_20k,0,1,8.647964439655173
2.04,4.62,4.58,8,kaggle_20k,0,1,4.157502155172414
0.83,10.21,6.35,9,kaggle_20k,0,1,9.18789978448276
7.14,5.7700000000000005,4.08,4,kaggle_20k,0,1,5.192378232758621
9.94,7.67,5.66,3,kaggle_20k,0,1,6.90217349137931
3.78,2.27,8.13,5,kaggle_20k,1,1,2.0427553879310345
5.9,9.53,7.2,4,kaggle_20k,0,1,8.575973060344827
8.2,12.54,3.08,4,kaggle_20k,0,1,11.28464870689655
2.27,5.82,6.49,10,kaggle_20k,0,1,5.237372844827586
8.38,8.67,8.69,1,kaggle_20k,0,1,7.802065732758621
6.44,13.68,6.94,10,kaggle_20k,0,1,12.310525862068966
5.91,10.19,6.29,2,kaggle_20k,0,1,9.169901939655173
7.74,4.42,5.91,1,kaggle_20k,0,1,3.9775237068965517
2.79,4.109999999999999,6.76,3,kaggle_20k,0,1,3.698557112068965
6.34,7.800000000000001,3.52,4,kaggle_20k,0,1,7.019159482758622
2.78,2.73,8.6,5,kaggle_20k,0,1,2.456705818965517
2.21,5.31,9.0,9,kaggle_20k,0,1,4.7784278017241375
6.42,9.18,7.15,4,kaggle_20k,0,1,8.261010775862069
3.06,9.13,9.85,4,kaggle_20k,0,1,8.216016163793103
7.29,2.33,6.89,6,kaggle_20k,1,1,2.096748922413793
5.39,8.48,3.19,6,kaggle_20k,0,1,7.631086206896552
7.1,4.65,6.25,2,kaggle_20k,0,1,4.184498922413794
8.97,6.18,5.8,8,kaggle_20k,0,1,5.561334051724137
1.81,4.92,4.36,9,kaggle_20k,0,1,4.427469827586207
1.13,6.22,6.74,8,kaggle_20k,0,1,5.59732974137931
4.3,6.92,6.18,9,kaggle_20k,0,1,6.2272543103448275
7.31,6.8100000000000005,4.2,5,kaggle_20k,0,1,6.1282661637931035
8.92,8.120000000000001,6.54,7,kaggle_20k,0,1,7.307125000000001
0.83,9.51,8.84,7,kaggle_20k,0,1,8.55797521551724
8.03,5.92,6.56,10,kaggle_20k,0,1,5.327362068965517
1.22,7.83,4.52,2,kaggle_20k,0,1,7.04615625
6.02,5.9,7.8,2,kaggle_20k,0,1,5.309364224137932
3.77,9.04,9.09,8,kaggle_20k,0,1,8.135025862068964
0.67,3.14,5.42,9,kaggle_20k,0,1,2.8256616379310344
1.42,3.85,3.5,7,kaggle_20k,0,1,3.4645851293103447
3.86,8.120000000000001,9.4,9,kaggle_20k,0,1,7.307125000000001
9.56,5.5,7.78,2,kaggle_20k,0,1,4.949407327586207
1.97,3.33,9.94,3,kaggle_20k,0,1,2.9966411637931034
3.08,6.8,7.86,1,kaggle_20k,0,1,6.11926724137931
9.94,6.03,3.87,1,kaggle_20k,0,1,5.426350215517242
5.07,9.3,6.03,5,kaggle_20k,0,1,8.368997844827588
2.99,4.24,3.3,5,kaggle_20k,0,1,3.815543103448276
6.35,8.65,5.39,9,kaggle_20k,0,1,7.784067887931035
4.64,7.040000000000001,8.5,3,kaggle_20k,0,1,6.335241379310346
8.65,4.36,6.89,6,kaggle_20k,0,1,3.9235301724137934
0.58,9.87,6.21,2,kaggle_20k,0,1,8.881936422413792
9.97,7.76,8.93,5,kaggle_20k,0,1,6.983163793103448
1.13,11.0,4.24,1,kaggle_20k,0,1,9.898814655172414
5.6,3.51,6.77,4,kaggle_20k,0,1,3.158621767241379
7.13,8.34,7.53,2,kaggle_20k,0,1,7.505101293103448
5.72,3.66,9.48,1,kaggle_20k,0,1,3.293605603448276
3.36,4.27,4.15,7,kaggle_20k,0,1,3.842539870689655
8.63,7.090000000000001,7.95,6,kaggle_20k,0,1,6.380235991379311
4.59,5.93,3.32,2,kaggle_20k,0,1,5.33636099137931
3.36,6.64,6.97,3,kaggle_20k,0,1,5.97528448275862
7.8,8.67,7.51,7,kaggle_20k,0,1,7.802065732758621
1.89,8.379999999999999,8.88,5,kaggle_20k,0,1,7.54109698275862
2.45,3.46,5.27,9,kaggle_20k,0,1,3.1136271551724137
2.9,7.91,7.88,9,kaggle_20k,0,1,7.118147629310345
4.63,10.54,3.65,6,kaggle_20k,0,1,9.48486422413793
0.69,7.529999999999999,4.56,7,kaggle_20k,0,1,6.776188577586207
9.92,10.79,8.41,9,kaggle_20k,0,1,9.709837284482758
6.2,10.8,9.25,9,kaggle_20k,0,1,9.718836206896553
9.72,8.86,3.11,6,kaggle_20k,0,1,7.973045258620689
8.17,6.26,4.16,9,kaggle_20k,0,1,5.633325431034483
1.78,8.73,4.47,8,kaggle_20k,0,1,7.856059267241379
2.49,1.94,6.64,10,kaggle_20k,0,1,1.745790948275862
0.83,4.08,4.08,3,kaggle_20k,0,1,3.6715603448275864
8.42,10.06,9.83,3,kaggle_20k,0,1,9.052915948275862
