study_hrs,distraction_hrs,sleep_hrs,stress_level,source,is_productive
0.81,2.55,9.89,2,kaggle_20k,0
5.13,9.55,6.25,8,kaggle_20k,1
2.65,8.9,5.49,6,kaggle_20k,0
3.42,2.72,9.99,5,kaggle_20k,1
7.0,6.73,8.18,10,kaggle_20k,1
5.53,5.79,9.61,2,kaggle_20k,1
8.94,7.300000000000001,4.74,2,kaggle_20k,1
9.39,9.19,8.28,4,kaggle_20k,1
7.06,7.8100000000000005,9.23,10,kaggle_20k,1
8.7,10.55,6.71,10,kaggle_20k,0
2.35,10.35,5.97,1,kaggle_20k,0
1.25,8.48,5.07,6,kaggle_20k,0
3.66,4.99,6.97,5,kaggle_20k,0
3.59,4.390000000000001,4.34,1,kaggle_20k,1
6.82,2.4699999999999998,6.02,3,kaggle_20k,1
8.48,7.380000000000001,7.78,10,kaggle_20k,1
3.32,2.52,7.57,7,kaggle_20k,0
4.54,6.71,7.9,1,kaggle_20k,0
1.5,7.72,7.11,9,kaggle_20k,0
4.42,3.14,3.02,6,kaggle_20k,0
2.54,9.67,3.19,4,kaggle_20k,0
4.13,10.35,7.06,10,kaggle_20k,0
3.03,11.78,9.76,7,kaggle_20k,1
8.18,6.0600000000000005,4.36,7,kaggle_20k,1
0.54,5.73,8.02,10,kaggle_20k,0
3.72,3.5599999999999996,6.03,10,kaggle_20k,0
9.71,2.94,3.97,3,kaggle_20k,1
6.95,8.76,3.23,5,kaggle_20k,0
7.84,6.859999999999999,7.99,10,kaggle_20k,1
8.67,4.76,4.01,6,kaggle_20k,1
3.94,8.2,5.09,9,kaggle_20k,0
1.13,9.6,5.81,4,kaggle_20k,0
4.4,8.76,7.94,5,kaggle_20k,1
6.7,9.01,5.71,4,kaggle_20k,1
4.02,3.3,5.7,3,kaggle_20k,0
4.76,5.8100000000000005,8.56,6,kaggle_20k,1
8.34,11.01,3.05,1,kaggle_20k,1
0.84,11.03,8.28,9,kaggle_20k,0
3.68,3.9899999999999998,6.65,2,kaggle_20k,0
5.14,3.41,6.79,1,kaggle_20k,0
3.34,12.760000000000002,5.42,9,kaggle_20k,0
4.74,9.8,3.65,3,kaggle_20k,0
4.32,7.76,3.64,7,kaggle_20k,0
9.28,9.59,5.39,3,kaggle_20k,1
5.18,7.540000000000001,8.04,6,kaggle_20k,0
5.03,7.23,9.24,5,kaggle_20k,0
2.92,6.7700000000000005,8.69,3,kaggle_20k,0
0.94,5.84,8.59,10,kaggle_20k,0
3.35,10.42,3.04,5,kaggle_20k,0
0.76,5.95,4.34,10,kaggle_20k,0
8.35,7.869999999999999,9.62,6,kaggle_20k,1
2.44,4.3,9.09,1,kaggle_20k,0
9.16,3.87,3.89,4,kaggle_20k,1
8.92,3.42,7.45,7,kaggle_20k,1
6.81,7.220000000000001,6.03,7,kaggle_20k,0
8.69,1.23,3.05,2,kaggle_20k,1
8.84,4.0200000000000005,8.6,4,kaggle_20k,1
7.88,8.350000000000001,9.6,3,kaggle_20k,1
5.33,8.780000000000001,9.45,9,kaggle_20k,0
9.53,4.06,5.69,8,kaggle_20k,1
8.27,8.04,8.51,2,kaggle_20k,1
1.71,4.43,6.49,5,kaggle_20k,0
4.49,8.32,9.86,3,kaggle_20k,1
5.63,6.78,9.74,10,kaggle_20k,1
5.53,5.720000000000001,8.41,8,kaggle_20k,0
4.11,3.8299999999999996,6.3,10,kaggle_20k,0
5.55,5.11,9.31,1,kaggle_20k,1
1.38,4.89,4.57,3,kaggle_20k,0
6.72,6.57,4.5,9,kaggle_20k,0
5.23,8.55,6.91,8,kaggle_20k,0
7.98,3.62,8.73,10,kaggle_20k,1
7.09,2.75,3.43,7,kaggle_20k,0
1.57,10.17,8.49,5,kaggle_20k,0
3.83,6.9,9.65,1,kaggle_20k,1
7.49,6.89,6.82,10,kaggle_20k,1
3.7,9.33,4.49,2,kaggle_20k,0
5.89,7.789999999999999,7.42,9,kaggle_20k,0
9.63,5.83,4.38,9,kaggle_20k,1
1.26,12.29,5.73,9,kaggle_20k,0
2.31,5.84,7.9,6,kaggle_20k,0
5.07,9.19,5.67,1,kaggle_20k,1
7.52,7.2299999999999995,6.39,5,kaggle_20k,1
3.64,8.82,6.82,4,kaggle_20k,0
1.62,2.92,5.38,9,kaggle_20k,0
3.5,6.5,3.53,2,kaggle_20k,1
6.62,10.16,6.58,2,kaggle_20k,1
8.03,6.5600000000000005,6.41,9,kaggle_20k,1
9.78,4.96,5.99,4,kaggle_20k,1
7.73,8.399999999999999,4.29,5,kaggle_20k,1
5.18,10.76,3.37,10,kaggle_20k,0
3.28,3.58,8.79,6,kaggle_20k,0
9.31,7.54,6.73,2,kaggle_20k,1
5.57,9.299999999999999,9.86,1,kaggle_20k,1
7.04,8.81,9.84,9,kaggle_20k,1
4.99,2.58,7.06,3,kaggle_20k,1
2.8,4.28,6.43,8,kaggle_20k,0
5.7,7.26,4.31,7,kaggle_20k,0
8.48,6.33,5.66,8,kaggle_20k,1
4.14,11.35,8.5,2,kaggle_20k,0
6.85,12.33,9.74,9,kaggle_20k,1
0.9,6.029999999999999,7.2,4,kaggle_20k,0
9.4,4.38,7.32,4,kaggle_20k,1
9.71,3.23,9.6,5,kaggle_20k,1
4.17,6.91,3.89,2,kaggle_20k,0
5.23,7.25,7.28,5,kaggle_20k,1
2.03,7.25,7.1,5,kaggle_20k,1
2.36,9.2,4.44,10,kaggle_20k,0
6.22,5.39,8.42,10,kaggle_20k,1
6.46,5.36,3.83,5,kaggle_20k,0
3.75,11.510000000000002,3.44,9,kaggle_20k,0
4.05,10.27,6.4,7,kaggle_20k,0
5.31,5.71,5.1,3,kaggle_20k,0
9.43,10.21,6.05,1,kaggle_20k,1
1.92,6.1499999999999995,3.79,6,kaggle_20k,0
5.74,1.5999999999999999,6.17,3,kaggle_20k,0
1.05,4.92,6.08,1,kaggle_20k,0
4.85,9.719999999999999,9.77,8,kaggle_20k,1
4.27,6.73,8.06,8,kaggle_20k,0
2.06,12.120000000000001,9.44,6,kaggle_20k,1
2.06,2.73,8.47,7,kaggle_20k,0
4.78,6.88,8.51,8,kaggle_20k,1
1.7,10.16,9.06,9,kaggle_20k,0
3.3,5.41,4.79,5,kaggle_20k,0
1.18,8.82,5.99,1,kaggle_20k,0
3.32,6.970000000000001,9.13,2,kaggle_20k,1
5.57,1.28,3.47,2,kaggle_20k,0
7.57,7.18,3.39,5,kaggle_20k,1
8.39,3.09,7.54,1,kaggle_20k,1
3.71,3.45,9.37,5,kaggle_20k,0
9.42,11.68,8.56,3,kaggle_20k,1
2.79,2.74,8.59,7,kaggle_20k,0
1.27,9.59,5.52,9,kaggle_20k,0
9.29,3.61,7.14,4,kaggle_20k,1
5.63,3.81,8.4,6,kaggle_20k,0
3.84,6.43,8.56,8,kaggle_20k,0
9.03,5.57,7.06,4,kaggle_20k,1
7.87,4.03,8.6,4,kaggle_20k,1
8.41,11.3,3.19,3,kaggle_20k,1
3.28,8.91,9.6,8,kaggle_20k,0
8.8,11.280000000000001,9.09,7,kaggle_20k,1
6.67,7.68,3.36,6,kaggle_20k,1
7.51,7.06,5.94,5,kaggle_20k,1
3.47,8.42,9.44,9,kaggle_20k,0
2.83,6.08,6.59,8,kaggle_20k,0
4.38,6.66,3.64,1,kaggle_20k,0
5.96,12.04,9.77,4,kaggle_20k,0
6.83,5.22,5.51,5,kaggle_20k,0
5.23,11.36,6.61,1,kaggle_20k,1
7.14,7.140000000000001,7.42,1,kaggle_20k,1
7.23,7.32,8.83,9,kaggle_20k,1
6.83,7.08,9.11,3,kaggle_20k,1
2.89,8.190000000000001,7.57,8,kaggle_20k,0
4.74,6.66,9.64,7,kaggle_20k,1
7.77,6.66,4.53,4,kaggle_20k,0
8.93,7.8,9.33,2,kaggle_20k,1
5.26,6.640000000000001,4.33,1,kaggle_20k,1
9.87,11.05,9.26,10,kaggle_20k,1
2.16,7.65,4.51,6,kaggle_20k,0
2.63,2.72,8.03,4,kaggle_20k,0
4.88,8.59,8.72,2,kaggle_20k,1
5.33,5.58,5.73,6,kaggle_20k,1
4.53,7.58,3.79,3,kaggle_20k,1
4.59,4.16,5.54,5,kaggle_20k,1
5.13,7.2,3.43,6,kaggle_20k,0
3.54,10.309999999999999,7.62,7,kaggle_20k,0
1.74,1.85,7.88,3,kaggle_20k,0
9.58,1.19,4.88,9,kaggle_20k,0
8.05,9.71,7.56,8,kaggle_20k,1
8.24,8.36,3.41,7,kaggle_20k,0
3.97,10.02,3.22,1,kaggle_20k,0
4.34,4.88,5.86,2,kaggle_20k,0
9.39,6.699999999999999,6.39,9,kaggle_20k,1
9.74,4.199999999999999,3.13,3,kaggle_20k,1
9.45,1.44,7.13,1,kaggle_20k,1
6.6,5.859999999999999,8.83,6,kaggle_20k,1
2.81,2.8099999999999996,5.87,9,kaggle_20k,0
6.25,6.949999999999999,8.23,7,kaggle_20k,1
6.1,2.5700000000000003,4.06,1,kaggle_20k,1
9.13,10.43,6.71,10,kaggle_20k,1
3.46,6.43,8.52,6,kaggle_20k,1
2.41,9.81,7.77,1,kaggle_20k,0
3.03,8.62,8.46,10,kaggle_20k,0
2.81,8.59,8.05,7,kaggle_20k,0
6.66,5.779999999999999,3.85,6,kaggle_20k,1
8.22,7.82,3.72,5,kaggle_20k,1
4.0,10.530000000000001,9.83,4,kaggle_20k,1
2.18,3.35,6.38,1,kaggle_20k,1
3.76,8.61,8.13,1,kaggle_20k,0
5.69,10.04,7.77,2,kaggle_20k,1
6.81,9.73,3.31,1,kaggle_20k,1
5.72,7.9399999999999995,6.48,5,kaggle_20k,1
2.94,6.33,6.65,4,kaggle_20k,1
9.22,12.129999999999999,8.66,4,kaggle_20k,1
4.66,1.28,9.74,9,kaggle_20k,0
4.86,2.54,5.03,8,kaggle_20k,0
9.69,8.13,3.41,2,kaggle_20k,1
8.75,10.78,6.33,9,kaggle_20k,1
8.16,1.71,3.21,2,kaggle_20k,1
2.24,5.9,5.7,5,kaggle_20k,0
8.46,3.7399999999999998,4.91,10,kaggle_20k,0
4.83,8.93,4.7,3,kaggle_20k,1
2.49,3.9600000000000004,3.01,6,kaggle_20k,0
9.91,5.109999999999999,4.75,3,kaggle_20k,1
2.13,6.75,5.24,2,kaggle_20k,0
9.26,11.35,9.38,9,kaggle_20k,1
0.51,13.61,3.62,5,kaggle_20k,0
4.66,5.58,8.37,10,kaggle_20k,1
0.78,8.79,8.07,2,kaggle_20k,0
9.17,8.530000000000001,5.28,7,kaggle_20k,0
1.7,10.059999999999999,9.35,6,kaggle_20k,0
6.89,7.43,7.59,9,kaggle_20k,1
6.5,5.76,3.68,2,kaggle_20k,1
7.9,9.309999999999999,4.43,3,kaggle_20k,0
7.6,7.890000000000001,5.81,8,kaggle_20k,1
0.81,3.33,9.77,10,kaggle_20k,1
4.19,6.0600000000000005,4.85,6,kaggle_20k,0
3.56,4.51,6.0,5,kaggle_20k,0
9.74,5.67,6.92,1,kaggle_20k,1
7.86,4.109999999999999,5.49,6,kaggle_20k,0
7.23,2.97,7.91,5,kaggle_20k,1
4.7,2.5599999999999996,7.63,5,kaggle_20k,1
8.96,6.08,3.42,7,kaggle_20k,1
0.66,9.059999999999999,6.0,7,kaggle_20k,0
2.67,3.8200000000000003,8.47,9,kaggle_20k,0
7.1,12.14,7.48,9,kaggle_20k,1
5.33,9.83,6.22,2,kaggle_20k,1
5.57,12.59,8.11,8,kaggle_20k,1
4.46,6.0600000000000005,7.69,2,kaggle_20k,0
2.08,6.699999999999999,8.86,6,kaggle_20k,0
2.08,7.96,3.36,1,kaggle_20k,0
3.3,6.85,6.75,6,kaggle_20k,1
4.95,4.17,7.62,5,kaggle_20k,1
8.33,9.03,7.73,1,kaggle_20k,1
4.74,10.84,9.46,2,kaggle_20k,1
9.03,12.18,5.88,8,kaggle_20k,1
1.64,9.600000000000001,8.57,4,kaggle_20k,0
3.08,10.25,8.5,9,kaggle_20k,0
1.17,6.68,4.88,10,kaggle_20k,0
5.35,4.5,4.88,6,kaggle_20k,1
1.36,9.32,9.6,10,kaggle_20k,0
8.06,2.26,5.27,10,kaggle_20k,1
0.88,1.08,5.9,5,kaggle_20k,0
5.02,7.04,7.23,7,kaggle_20k,0
4.5,8.94,5.22,7,kaggle_20k,0
2.42,5.16,7.63,7,kaggle_20k,0
6.08,8.260000000000002,5.03,7,kaggle_20k,1
4.17,9.370000000000001,6.69,3,kaggle_20k,1
2.38,4.74,6.92,3,kaggle_20k,0
8.35,9.17,8.6,10,kaggle_20k,1
6.78,4.7,9.02,2,kaggle_20k,1
0.62,4.109999999999999,7.77,6,kaggle_20k,0
5.27,10.53,4.89,10,kaggle_20k,0
3.08,5.2,6.25,3,kaggle_20k,0
9.19,6.03,6.94,3,kaggle_20k,1
7.39,5.77,5.08,5,kaggle_20k,1
6.31,6.12,9.58,10,kaggle_20k,1
1.35,6.5200000000000005,3.76,5,kaggle_20k,0
9.34,5.33,8.83,10,kaggle_20k,1
1.87,8.700000000000001,5.98,8,kaggle_20k,0
4.78,4.56,9.62,1,kaggle_20k,1
6.97,4.08,6.73,3,kaggle_20k,1
5.2,5.3,8.11,10,kaggle_20k,1
8.88,11.84,8.14,6,kaggle_20k,1
8.44,2.67,7.89,9,kaggle_20k,1
1.79,6.48,3.35,6,kaggle_20k,0
6.37,10.08,7.36,6,kaggle_20k,1
1.0,6.11,9.26,8,kaggle_20k,1
7.35,11.59,8.9,6,kaggle_20k,1
7.49,9.27,9.4,1,kaggle_20k,1
3.77,7.130000000000001,6.11,4,kaggle_20k,0
7.97,1.15,6.18,7,kaggle_20k,1
6.7,4.17,8.66,6,kaggle_20k,1
5.29,11.77,5.12,4,kaggle_20k,0
4.83,12.33,8.36,8,kaggle_20k,1
1.54,10.6,6.53,10,kaggle_20k,0
5.55,11.67,4.85,5,kaggle_20k,1
1.98,7.65,7.51,7,kaggle_20k,0
6.73,8.98,5.07,9,kaggle_20k,0
6.15,4.55,7.7,1,kaggle_20k,1
3.26,7.87,6.99,3,kaggle_20k,0
2.85,3.5700000000000003,8.06,2,kaggle_20k,1
5.02,5.16,7.19,4,kaggle_20k,0
5.37,7.74,8.31,8,kaggle_20k,0
8.08,12.42,9.97,1,kaggle_20k,1
3.39,3.33,6.27,10,kaggle_20k,0
4.33,7.949999999999999,7.19,5,kaggle_20k,1
3.76,13.120000000000001,3.71,7,kaggle_20k,0
4.24,4.54,9.65,2,kaggle_20k,1
5.89,0.43000000000000005,7.17,6,kaggle_20k,1
5.8,6.05,3.72,8,kaggle_20k,0
3.93,13.2,5.8,3,kaggle_20k,0
6.22,3.66,3.57,4,kaggle_20k,1
6.35,1.01,6.48,4,kaggle_20k,1
5.51,11.4,4.94,8,kaggle_20k,0
4.8,5.32,5.38,7,kaggle_20k,0
1.24,10.73,3.48,4,kaggle_20k,0
5.64,10.120000000000001,8.34,1,kaggle_20k,1
7.27,3.9899999999999998,8.89,7,kaggle_20k,1
2.55,4.51,3.98,3,kaggle_20k,0
7.89,2.09,8.25,1,kaggle_20k,1
6.07,8.370000000000001,3.9,6,kaggle_20k,0
2.76,6.9399999999999995,3.6,3,kaggle_20k,0
2.05,11.190000000000001,3.8,4,kaggle_20k,0
2.83,9.540000000000001,3.22,4,kaggle_20k,0
7.71,6.359999999999999,5.63,6,kaggle_20k,0
2.88,1.1800000000000002,9.67,8,kaggle_20k,0
6.99,5.94,9.29,10,kaggle_20k,0
5.69,8.700000000000001,5.32,5,kaggle_20k,1
5.7,5.01,8.56,2,kaggle_20k,1
8.6,7.11,8.77,7,kaggle_20k,1
8.81,5.99,4.06,2,kaggle_20k,0
5.6,7.97,4.61,6,kaggle_20k,0
1.12,6.880000000000001,7.83,2,kaggle_20k,0
2.03,4.85,4.85,1,kaggle_20k,0
9.51,10.3,9.57,6,kaggle_20k,1
1.78,4.67,4.61,4,kaggle_20k,0
8.44,8.77,8.59,9,kaggle_20k,1
5.63,11.67,8.31,5,kaggle_20k,1
1.58,8.5,6.53,4,kaggle_20k,0
9.24,8.93,4.84,9,kaggle_20k,1
9.32,3.7,3.24,6,kaggle_20k,1
6.35,7.13,8.8,8,kaggle_20k,1
4.19,8.0,5.64,6,kaggle_20k,1
6.27,3.48,5.38,3,kaggle_20k,1
6.46,9.01,3.31,1,kaggle_20k,1
6.41,0.54,4.06,1,kaggle_20k,1
7.47,2.79,5.58,9,kaggle_20k,1
1.14,6.43,7.84,9,kaggle_20k,0
1.47,6.83,4.45,10,kaggle_20k,0
3.19,0.39,4.15,1,kaggle_20k,0
3.82,9.05,4.84,9,kaggle_20k,0
6.56,6.78,4.98,5,kaggle_20k,1
2.13,8.64,5.87,1,kaggle_20k,0
5.64,1.6099999999999999,5.53,6,kaggle_20k,0
2.26,8.83,3.52,4,kaggle_20k,0
3.88,2.0,7.33,7,kaggle_20k,1
9.39,10.370000000000001,3.91,2,kaggle_20k,1
9.01,4.8,9.08,3,kaggle_20k,1
9.55,7.390000000000001,9.02,3,kaggle_20k,1
6.12,4.25,3.51,7,kaggle_20k,0
5.26,1.54,5.89,3,kaggle_20k,1
8.56,3.5900000000000003,6.34,10,kaggle_20k,1
1.26,6.04,9.97,9,kaggle_20k,0
9.8,7.07,4.76,1,kaggle_20k,1
4.89,6.25,7.45,7,kaggle_20k,0
6.92,9.92,6.2,5,kaggle_20k,1
7.42,5.52,8.38,1,kaggle_20k,1
6.47,3.26,4.74,2,kaggle_20k,0
8.97,2.95,7.77,8,kaggle_20k,1
3.24,5.03,3.91,4,kaggle_20k,0
5.56,6.85,3.11,9,kaggle_20k,0
4.59,4.65,3.13,8,kaggle_20k,1
7.19,7.73,6.45,2,kaggle_20k,0
4.25,7.28,8.4,9,kaggle_20k,0
8.98,9.05,7.04,3,kaggle_20k,1
5.16,7.91,3.25,1,kaggle_20k,1
5.59,7.029999999999999,6.86,9,kaggle_20k,0
5.19,0.8500000000000001,3.79,9,kaggle_20k,0
6.42,5.279999999999999,9.76,9,kaggle_20k,1
5.35,7.15,5.47,7,kaggle_20k,1
9.41,9.36,6.52,5,kaggle_20k,1
1.75,5.72,5.37,10,kaggle_20k,0
0.63,6.03,6.27,2,kaggle_20k,0
5.46,4.390000000000001,9.71,3,kaggle_20k,1
7.76,9.52,4.82,7,kaggle_20k,0
6.66,10.13,8.03,9,kaggle_20k,1
9.65,8.02,8.29,10,kaggle_20k,1
2.23,2.85,4.33,6,kaggle_20k,1
7.09,9.29,8.1,4,kaggle_20k,1
8.25,8.89,7.54,8,kaggle_20k,0
9.16,6.33,5.04,9,kaggle_20k,1
5.52,12.149999999999999,6.66,4,kaggle_20k,1
3.95,8.27,7.13,5,kaggle_20k,0
9.58,13.23,8.86,7,kaggle_20k,1
8.02,3.5300000000000002,3.87,10,kaggle_20k,1
4.97,9.39,9.8,7,kaggle_20k,1
6.69,4.02,8.38,6,kaggle_20k,1
3.15,8.03,6.74,7,kaggle_20k,0
6.34,0.55,8.43,1,kaggle_20k,1
5.63,6.72,8.13,1,kaggle_20k,1
0.87,2.21,6.22,1,kaggle_20k,0
8.72,8.290000000000001,5.35,7,kaggle_20k,1
5.16,6.4399999999999995,9.92,7,kaggle_20k,1
5.06,2.8099999999999996,9.19,7,kaggle_20k,1
3.19,7.27,9.66,5,kaggle_20k,1
2.37,7.050000000000001,3.34,5,kaggle_20k,0
3.27,9.46,8.71,7,kaggle_20k,0
6.67,3.42,9.24,9,kaggle_20k,1
1.43,9.25,6.34,2,kaggle_20k,1
3.66,5.2700000000000005,9.24,1,kaggle_20k,1
9.8,4.24,3.71,10,kaggle_20k,1
3.08,6.01,3.42,2,kaggle_20k,0
9.68,4.03,5.04,2,kaggle_20k,1
1.5,7.640000000000001,3.18,6,kaggle_20k,0
8.04,9.3,7.79,4,kaggle_20k,1
4.68,6.38,9.49,1,kaggle_20k,1
2.35,5.86,5.07,10,kaggle_20k,0
7.98,5.78,7.62,7,kaggle_20k,1
0.57,10.76,6.28,9,kaggle_20k,0
3.8,4.97,4.79,5,kaggle_20k,1
6.25,9.32,9.43,5,kaggle_20k,1
2.69,6.76,9.71,4,kaggle_20k,0
3.66,7.5,3.94,4,kaggle_20k,0
1.37,8.73,8.37,7,kaggle_20k,0
8.61,0.21000000000000002,4.32,8,kaggle_20k,1
4.51,8.54,6.42,5,kaggle_20k,1
1.88,7.13,5.53,5,kaggle_20k,0
2.39,7.3100000000000005,4.71,9,kaggle_20k,0
3.11,7.93,7.73,9,kaggle_20k,0
2.68,6.109999999999999,8.99,1,kaggle_20k,0
5.28,4.99,8.47,9,kaggle_20k,1
9.1,9.04,8.06,4,kaggle_20k,1
2.25,10.379999999999999,3.46,5,kaggle_20k,0
4.81,10.7,3.68,2,kaggle_20k,0
6.81,6.380000000000001,6.25,6,kaggle_20k,1
2.25,12.15,6.89,7,kaggle_20k,0
1.96,11.129999999999999,8.06,2,kaggle_20k,0
1.98,5.35,5.49,3,kaggle_20k,0
8.88,5.16,3.16,6,kaggle_20k,1
7.26,4.96,3.25,5,kaggle_20k,1
3.7,10.36,8.98,2,kaggle_20k,0
9.07,7.029999999999999,3.9,10,kaggle_20k,1
9.56,7.68,9.56,3,kaggle_20k,1
4.28,7.1,5.33,7,kaggle_20k,0
5.35,11.98,7.09,6,kaggle_20k,1
3.9,4.85,4.18,9,kaggle_20k,0
2.66,6.13,6.18,8,kaggle_20k,0
7.91,7.109999999999999,9.13,7,kaggle_20k,1
6.67,3.96,9.89,10,kaggle_20k,1
3.99,8.7,8.37,6,kaggle_20k,0
0.64,7.75,8.35,2,kaggle_20k,0
7.75,1.79,9.2,6,kaggle_20k,1
5.04,7.5,4.71,3,kaggle_20k,0
1.19,7.88,8.15,10,kaggle_20k,0
1.68,3.4299999999999997,6.91,6,kaggle_20k,0
6.47,11.74,4.83,9,kaggle_20k,1
5.69,1.62,3.39,6,kaggle_20k,0
2.78,8.84,4.41,2,kaggle_20k,0
1.83,5.140000000000001,7.55,7,kaggle_20k,0
8.9,7.68,6.99,4,kaggle_20k,1
1.78,7.99,3.48,7,kaggle_20k,0
1.31,13.559999999999999,6.94,6,kaggle_20k,0
6.39,3.61,5.73,3,kaggle_20k,1
2.9,3.48,3.1,7,kaggle_20k,0
6.74,2.64,9.37,6,kaggle_20k,1
5.15,11.2,4.81,10,kaggle_20k,0
2.51,5.62,6.87,9,kaggle_20k,0
1.16,2.99,7.12,2,kaggle_20k,0
1.17,4.89,6.49,2,kaggle_20k,0
6.07,4.46,4.68,8,kaggle_20k,1
7.7,10.52,5.85,1,kaggle_20k,1
7.05,7.359999999999999,5.03,6,kaggle_20k,1
6.13,8.68,6.03,4,kaggle_20k,1
2.5,11.79,3.58,1,kaggle_20k,0
8.69,8.34,4.16,7,kaggle_20k,1
6.47,8.69,3.96,3,kaggle_20k,1
7.09,11.030000000000001,7.17,7,kaggle_20k,1
2.63,0.97,7.59,10,kaggle_20k,0
2.98,7.04,9.4,1,kaggle_20k,1
9.12,13.280000000000001,4.84,8,kaggle_20k,0
5.02,2.6,5.75,9,kaggle_20k,0
5.76,8.24,7.36,9,kaggle_20k,1
1.55,7.18,9.8,2,kaggle_20k,1
4.25,4.13,5.74,7,kaggle_20k,0
8.93,10.969999999999999,5.03,7,kaggle_20k,1
9.05,6.42,5.71,5,kaggle_20k,0
7.44,8.26,5.17,9,kaggle_20k,1
5.68,9.44,3.6,4,kaggle_20k,0
9.34,4.68,5.42,1,kaggle_20k,1
8.78,10.600000000000001,7.1,3,kaggle_20k,1
8.54,4.51,4.28,4,kaggle_20k,1
8.88,10.399999999999999,8.84,6,kaggle_20k,1
4.81,10.04,8.15,8,kaggle_20k,0
5.49,6.34,6.91,9,kaggle_20k,0
4.53,2.87,8.16,5,kaggle_20k,0
7.53,8.84,5.22,4,kaggle_20k,1
6.12,10.129999999999999,4.4,5,kaggle_20k,1
1.16,9.030000000000001,8.9,9,kaggle_20k,0
1.8,1.08,8.73,9,kaggle_20k,0
2.33,7.32,8.15,4,kaggle_20k,0
6.87,3.9699999999999998,4.79,5,kaggle_20k,0
1.54,6.94,5.41,8,kaggle_20k,0
5.64,5.63,5.66,8,kaggle_20k,0
8.49,5.65,4.29,8,kaggle_20k,1
9.5,12.98,8.32,10,kaggle_20k,1
4.57,11.219999999999999,4.29,10,kaggle_20k,0
5.57,6.699999999999999,4.55,8,kaggle_20k,0
8.4,6.640000000000001,3.34,10,kaggle_20k,1
9.39,11.61,7.64,6,kaggle_20k,1
4.2,6.47,9.5,7,kaggle_20k,0
3.85,7.54,6.39,5,kaggle_20k,0
4.78,10.51,9.28,7,kaggle_20k,1
2.91,6.33,8.89,4,kaggle_20k,1
8.67,5.300000000000001,8.56,2,kaggle_20k,1
3.52,5.8999999999999995,4.17,5,kaggle_20k,0
4.77,5.07,5.64,7,kaggle_20k,0
3.54,3.28,7.65,7,kaggle_20k,0
1.63,5.45,5.41,10,kaggle_20k,0
6.26,5.37,7.98,4,kaggle_20k,1
6.08,8.26,5.01,6,kaggle_20k,0
3.3,9.39,5.75,5,kaggle_20k,0
0.8,7.26,8.12,10,kaggle_20k,0
9.4,7.24,3.83,10,kaggle_20k,0
3.88,7.53,8.51,7,kaggle_20k,1
5.62,8.77,7.99,2,kaggle_20k,1
1.87,6.11,6.15,2,kaggle_20k,0
2.89,2.7,6.06,1,kaggle_20k,0
4.63,11.83,9.35,10,kaggle_20k,0
5.84,10.17,8.01,4,kaggle_20k,0
8.61,9.14,7.34,9,kaggle_20k,1
3.26,5.609999999999999,9.05,4,kaggle_20k,1
8.78,5.359999999999999,5.32,1,kaggle_20k,1
4.86,10.49,5.01,3,kaggle_20k,0
4.61,8.18,4.47,6,kaggle_20k,0
4.27,5.2,6.64,4,kaggle_20k,1
8.92,1.51,9.92,5,kaggle_20k,1
2.88,10.84,9.5,2,kaggle_20k,1
8.64,6.46,6.19,3,kaggle_20k,1
1.35,11.350000000000001,3.78,7,kaggle_20k,0
9.58,6.890000000000001,9.12,3,kaggle_20k,1
5.28,12.219999999999999,9.46,1,kaggle_20k,1
9.99,3.25,4.2,10,kaggle_20k,1
6.28,6.51,9.18,1,kaggle_20k,1
1.62,11.43,6.12,5,kaggle_20k,0
1.08,4.92,3.08,7,kaggle_20k,0
2.34,6.35,9.6,2,kaggle_20k,1
4.5,7.96,3.3,3,kaggle_20k,0
7.6,10.79,3.24,2,kaggle_20k,0
0.51,8.58,9.74,1,kaggle_20k,0
2.94,8.809999999999999,4.5,4,kaggle_20k,0
6.08,5.57,6.89,10,kaggle_20k,1
3.33,7.34,9.6,10,kaggle_20k,0
3.89,2.04,9.58,6,kaggle_20k,1
3.36,9.87,4.22,3,kaggle_20k,0
9.56,11.73,6.59,6,kaggle_20k,1
1.13,9.4,3.05,2,kaggle_20k,0
9.12,7.720000000000001,3.63,2,kaggle_20k,1
3.57,7.49,9.64,1,kaggle_20k,1
2.84,3.94,5.91,8,kaggle_20k,0
8.89,3.55,4.05,5,kaggle_20k,1
3.23,9.969999999999999,7.42,9,kaggle_20k,0
9.88,7.12,4.21,5,kaggle_20k,1
5.71,11.059999999999999,9.86,3,kaggle_20k,1
5.03,3.41,7.7,3,kaggle_20k,1
9.78,10.01,5.58,3,kaggle_20k,1
2.65,7.83,5.67,5,kaggle_20k,0
9.14,9.36,9.42,5,kaggle_20k,1
6.12,10.26,9.27,4,kaggle_20k,1
7.67,9.850000000000001,9.65,2,kaggle_20k,1
6.03,4.35,6.18,2,kaggle_20k,0
6.38,5.38,8.96,4,kaggle_20k,1
1.97,10.89,6.39,8,kaggle_20k,0
1.94,5.51,7.43,8,kaggle_20k,0
4.27,8.51,6.55,1,kaggle_20k,0
3.79,3.36,7.26,9,kaggle_20k,0
7.26,10.3,6.57,10,kaggle_20k,1
7.37,11.54,4.08,8,kaggle_20k,0
5.86,6.09,3.76,2,kaggle_20k,0
